comments,tone
Abe Bhai apni baat kar raha hun,Neutral
Zalim.police waly,Negative
                                                     23  1940        78                           #   #                                ,Neutral
 Aik vote mustarad hoa baqi 37 votes mein se 26 Muslim Laegue aur itehadi  jamaton ke umeedwar Justice (r) Muhammad Rafiq Tarar ko mile,Neutral
dua Karo :p,Positive
"Aur her sas apni bahu ko hamesha yehi story sunati hai k usne jitne zulm o sitam dekhay hain, uske muqablay may uski bahu phooloan k sayj pay baithi hai.",Neutral
Jiyaa yaar man bhi jao ab,Neutral
Is bar Angelina  ne adakari ke medan mein qadam rakhne ka fasla kiya,Neutral
Wo logon ke sath khilwar nahi karte.,Positive
Ghareeb Insan Par Badmashi Karty ho Aoo Mujh par Badmashi Karo Phir dekhta hon Tum logon ka Sar Kahin aur Bazo Kahin aor taang kahin aur se mily gi main ayse police walon ke Dant Moo Hadiyan Torr chuka hon,Negative
"Suleman he ko dekh lijiye, jo Imran aur Jamaima ka barha beta hai, wo is baras 19 saal ka ho jaega, lekin ab bhi wo apne baap ke sath chimat kar sota hai aur mera khayal hai ke waldain ke liye ladkon ke sath laad piyar karna bohat zarori hai, chahe wo kitne he barhe kyun na ho jae.",Positive
Jis ki Cinematography ya akkasi bohat pasand ki gai  lekin ba lihaaz majmooi film buri tarah na kaam rahi,Negative
What a animal and selfish man,Neutral
product is amazing . paper quality is also best . lkn bazar ke lehaz se price zyada hai ....,Neutral
"1970 mein middle sixes ke phel 8 batsmanon ko pavilion ki rah dikhai nawan (9th)bhi un ka shikar ban jata agar Robin Jackman, jihon ne akhiri 2 khilari out kiye, un ki bowl par aasan catch na gira dete",Positive
"Great idea......
But ordinary categorizations is a greatest threat to the unity of Pakistani people.......",Positive
Mulk Ki Tareekh Ka Badtareen Zalzala Towers Gir Gaye Mulk Bhar Me Mobile Phone Aur Internet Service Mutasir ,Negative
 Isi liye wo aane wali films mien mukhtalif roles mien nazar aaey,Neutral
"Political disability? Tu aysa insan ko mulk chalana dena cahiya in ka hisab nahin hona cahiya, kya soch ha yar teri?",Negative
bethega rickshay pe??,Neutral
:p han shees jese peepalz.,Neutral
"Beshak
WaalaikumAssalam
App Sab ko bhi jumma Mubarak
InshaAllah Zaror dua main yad rakhe gy",Neutral
Apny batio ko kharo k hath bachny waly haramekhore ko hisb dana ho ga chife justice murdabad,Negative
Zaroratmand Afrad Rabta Karain ,Neutral
Mushtaq Muhammad ke sath bhi un ki banti nah thi aur jab wo catptain banne to Intikhab Alam ki team mein shamoliyat par kisi tor par razi nahi the aur is mamle par un ka board se jhagra bhi ho gaya,Negative
Jo ALLAH Ki Di Hoi Naimaton Ka Shukar Ada Nahi krta ,Negative
May allah give you a long life....Rajb tayyab ordgan,Neutral
Bharti Cricket Board Ka Ek Bar Phir PAK Bharat Series Se Inkar ,Negative
Qoum Parast Jamat Ka 1 Rukn Shamil Hassas Idaray,Neutral
Khyber pakhtunkhuwan mein 2012 ki ba nisbat 2013 mein bomb blast aur khudkash hamlon mein numayan kami aai.,Positive
Sane To You 😂😂😂✋ Ghar Walay Suntay Nahi Mein Bardasht Karty Hoon 😂😂👭✋👭✋,Negative
Woh tag krti humey,Neutral
Bht pyraa ha baby,Positive
"Kyun ke ye Hawa ki beti ka mamla hai, imtiaz ka nahi, niswani nazakat aur hifz e maratib pesh e nazar hai kuch aur nahi",Positive
Es cream ko laga kr mera clr pehle sy zyda kala hogayaa bkwss,Negative
APne MulK Mein CricKeT Ko Lana CHaHiye Kisi K PeecHe BHaaGne Se Koie FaiDa NaHi SayS ,Positive
 kia taweel arse bad dour riwayati hereef kia dusre may mad e muqabil the,Positive
Koi Baat Nahi Lekin Without Lahore There Is No Fun In PslBut ek baat btao k kya umar akmal Lahore wapis agya h mene laptop mangwana tha,Neutral
thank you bol dena uncle auntie ko!😂,Neutral
"Mein tou khush hoon apne delivered order se. jaisa dekha tha, jaisa market mein hota hai, waisa hee hai, quality se bhee satisfied hoon. Aur iska Plus point yeh hai kay yeh thora bara hai, tou zyada saman aajata hai :)",Positive
Jo iss ki maqboiyat say ahsas-e-adam tahaf fuz ka shikar ho gai thein,Negative
Is hawale se Mathira ne bataya ke Pakistan he nahi Indai mien bhi kuch project sign kiye hain,Positive
  ,Neutral
Mughals aur Raja Bradari ka MNA.,Negative
Lanet hai is hiwan par is par Allah ka azab nazil ho,Negative
ji madam jaldi se jaldi pakka,Neutral
yahan ke athletes job karne ke elawa zindagi ki tamam mushkilat bardasht karne ke sath sath kheelne ke leye waqat nikalte hain aur mulk ke leye bohat kuch karne ka jazba rkhte hain,Positive
Oh wow.... Beautiful..... <3,Positive
sir result card nai aya,Neutral
 Jis ke ineqad ke leye kai mumalik khuwahishmand the,Positive
 NED university se computer science mein engineering ki degree li aur cricket ki duniya fatah karne nikal khare hue,Positive
ab to pta chal gya na 😂😂😂,Neutral
"Katrina ke naam mein Kaif ka lahiqa un hi ki niabat se laga howa hai, is se phele wo apni angrez walidah Suzanne Turquotte ki nisbat se apna naam Katrina Turquotte likhti thein",Neutral
Ap ny data pa konsa daras deny hain ,Neutral
Operation Kisi Party K Khilaf Nahi Mujrimo K khilaf Hai ,Positive
"Jab ke filmi career mein unhein aik Academy, 2  Screen  Guild aur 3 Golden Globe award hasil kiye",Neutral
Ye kesa lie h,Neutral
"Mangtey USKI shan k mutabiq hain ,,,, detey apni auqat k mutabiq hain!",Negative
Yar nice voice hai larkay ki zabardast,Positive
Shehzad haider,Neutral
Acha tha ...but...2 shades broke the shuru se hi...so very is lye daraz.pk request h k plzzz chezon ko ahtiyat se bhja kro tutaaa hua na bhjo..,Negative
Bilkul,Positive
Jab Pakistan mein Zulfiqar Ali Bhutto ki hukoomat thi to Hafeez Sahab chand wajohaat se is hukoomat se bohat shaki the,Positive
<3 CH ADNAN ANSAR GUJJAR <3,Neutral
Ni ji me 2 rool ni kr shakta devar he rhene do,Neutral
"Mickey arthur is not god of cricket team what rubbish if a player is playing good cricket he must have given chance age doesn,t matter until he is performing.",Positive
Duao ma yad kr ly,Positive
Isi asnaa mein announcer ki awaaz sunai di jo keh raha tha ke pehle suna he suna tha  lekin aaj hum dekh rahe hain ke Meghraj mein Iqbal Bano thumri gaa rahi thin ke barish ho gai,Positive
Bushra Ansari well known from the Anwar Maqsood’s drama “Shosha” as a role of Bijli,Neutral
arsa hua yh kam nhi kea😭😭😭😭,Neutral
"Death registration kyun zarori hai, birth registration ki kia ahmiyat hai, is mein authorities ki nishan dahi ki thi, phir association walon ne is ke Urdu, Sindhi, Balochi, Punjabi aur Pashto zabanon mein tarajum karaye.",Neutral
Shokhi,Neutral
11th mein jo hua tha? Kisi camp activity ka part tha na?,Neutral
tum to bohat badi fan lag rahi ho tair e lahooti ki,Positive
mere tarf se uncle aunty ko thanks kehde plzz😂😂😂,Neutral
Paris ke aik zer e zamin raste par car ke khofnak hadse mein un ki halakat ke foran bad aik khayal to ye bhi samne aaya tha ke media ki mohabat ne hi dar haqiqat un ki jan le li.,Negative
Lol     watch till the very end,Neutral
Mashallah itni din ki bad post de h,Positive
Phly btati aj he mil lyty😑,Neutral
Hahaha.. rulaye gi kya pagli 😋😋,Neutral
Liaquatabad Me Firing Se 1 Shaks Janbahaq ,Negative
Yrr ye sbsy acha haii ,Positive
Maryam,Neutral
Han pata ha,Neutral
Ye kiya lgta hy ap ka,Neutral
 Abhe ham Ilzam 2ron ko daty hen k ham par zulm karty hen.ye hal hy ham muslmanon ka.,Negative
Kyun ke main ne yeh iradah kiya hai ke 2014 mien apne chahne walon ke sath sath mukhalfeen ko bhi surprise don to is le liye sab ko sabar karna ho ga,Positive
Saddar Town Me Trafic Police Ahelkar Rehan Ki Lash Baramad ,Negative
yar uni khulnay bad hauta tou ham jeet jatay??,Neutral
Allah Rab ul Izzat Ubqari idary aur Hakeem Tariq Mehmood sab ko es Eid ki barkatain aur karoron khushiun se nawazy aur apni hifz O amman main rakhy Ameen sum ameen Ya Rab ul Aalameen.,Positive
ap logo ko chugliyan lagain😂😂😃,Negative
baki quality okay hai,Neutral
Rauf Now I get it. Karachi chalaney sey atey paisey sahi.,Neutral
Actress Laila aur Nirma ne showbiz mien in hone ke liye koshishen tez kar di,Positive
I told u already soon you are hard work will pay off..,Neutral
Okay .....,Neutral
Kinza bt buri hai,Negative
Bachpan mein Nsar Bazmi mashor Bharti mosikar Amman Aki Khan se mutasir the,Neutral
Acha,Positive
Aj baydardi aya tha kia ary pe???,Neutral
1 Kaash Aisa Ho ,Positive
Neem ka patta karwa hyIK ....,Negative
    ,Neutral
 1945 mein Islamiya high school Gungran Wala se matric kiya,Neutral
hahahha sumbal ki bari tareefein krti the yr wallah aur tm logo k section ki bhe hm logon ko kehti the tm log nikmmey ho ,Negative
fir mra moonh tw gya smjhun m? ,Negative
Chand Raat m Mehndi Lgany Wali Larkiyon ki Zarurt Hae ,Neutral
Mery waldain k leye magferat ki dua,Positive
bs ab kuch nahi bolungi yk my reply. ,Neutral
Ana Molka ne 21 April 1994 ko wafat pai aur Lahore ke qabrustan Miyani Sahab mein supurd e khak hoein.,Neutral
hazrat ali a.s ki shahadat ka bayan sunao sir,Neutral
Jo mera h woh Tera ,Neutral
Hindustan wapis aa kar unho ne kae qarebi doston ko tarjumey aur taleef ke kaam ki taraf raghib kiya,Positive
Very NiCE episode bht mza aya dekhna m,Positive
Junior teams announce for future Diamonds. Change your whole management & team. This management is White Elephant.,Neutral
ye TalkShow repeat kab hota hai?,Neutral
Khan is great,Positive
Not only sahir lodhi but such typrs of shows and also all indian dramas specially shows like big boss,Neutral
kisi dhng ki post p ,Neutral
 Unhon ne razakarana tor par mahaz ki agli safon mein larne ke leye apni khidmat pesh kein aur is position mein larte howe dushman ke kai hamle pipa kiye,Positive
It 2017 ki new movie hai 2 month phelay he release hue hai,Neutral
Pora maah e Ramzan 1 Msg bhi nahi mila,Negative
 1970 mein jab Toor Sim Khan Squash kheltey huae dil ka doura par janey sey achanek inteqal ker gae to Jhangir Khan ney apney merhoom bap ki khahish puri ker ney key leay dobarah Squash key maidan mein qadam rakha ,Neutral
lakh di ,Negative
aimen baji da karuunaa deer kayee har cha ta e khyal e,Neutral
 Intekhabi mohim ke dauran peoples party ke stage se aesi shola biyani ka muzahira kiya ke iqtedar mein aane ke bad wo Bhutto sahib ke 5 piyaron mein shumar hone lage aur peoples party ke pehle daur e hukomat mein ittelaat aur mazhabi umoor ke baa ikhteyar wazeer rahe,Neutral
1966 mein jab Jerry Lewis 40 years ke ho gae to inhe jismani aazaa ki madad se comedy karne mein mushkil pesh aane lagi aur wo ziyada tar makalmon ka sahara lene lage,Negative
Jang-e-azeem doym ke zamane main ap ko fauj main publicity officer muqarrar kiya gaya,Positive
Film to 1965 mein release hoi lekin Noor Jahan ka gana “ho tamana aur kia jan e tamana aap hain” waba ki tarah pore mulk mein phel gaya,Positive
No coke....,Neutral
Jxi tri kaali zuban h tjhy hi aisi saas mily .....jo kisi k bary m kehta h usky khud k sath hota h,Negative
Aa gai smj menu,Neutral
Meine daraz.pk se or bhi products mangwaye hain kuch achay hotay hain or kuch nahi. Khair ye tshirt achi hai pehn kar achi lagti hai laken kaafi mota kapra hai garmiyon mein pehnne laiq nahi hai laken wese aap kahin pehn ke bhi chalay jao toh achi lagti hai main isay jeans par pehnta hun arms ke paas se bohot achi fitting hai iski. V neck thora stylish lagta hai or price ke hisaab se mein kahunga ke yeh achi ha.,Positive
tu waqai shareef react kandi aan bt tu...😂😂,Neutral
Danaish name hn bhai ka,Neutral
Dua go ko Pakistan Television ne tele film ki hesiyat se picturize kiya tha,Neutral
phir in aunty ko kahi jo road ganjy ny bana ky di hai os par ja ky rahy chor dy apna ghr. r rahi bat larkiyon. ganjun ka is maamly main jwb nj bibi ,Negative
fawad bohat acha hay......he iz no nice ....aur isss jaisay actorz aur aa gaye tuo pakistan ky dramas hit hoo jain gaye.....,Positive
Bsss pila he dy ab to 😁😁😁,Neutral
Zarorat Hai Clifton Me Shoes ki Branch k Lye Tajurbakar Salesmen Ki ,Neutral
Mathira ne aik sawal ke jawab mien bataya ke fashion industry ke liye bohat se projects sign kiye hain,Positive
Hahahah hawn kh dn gii😂 tm b mera taraf sy uncle aunty ko shukriya kh do😁,Positive
Matric Science General Group Reg amp Pvt Supplementary Imtihanat K Forms Jama Karane Ki Tareekh Me Late Fees K Sth 13 Oct Tk Tause ,Neutral
sir ji ap se koi muqabla nahi kar sakta.. ap best hain,Positive
Pakistan K 2 Elaqe Sahewal Aur Camelpor Tambaco Paida Karne K Liye Mash hor He ,Negative
don't happy it's include in your ticket price .,Neutral
but dono ny sir kyun baandhay huay??,Neutral
Hahhahha dil k behlanay ko......!!,Neutral
"Esko Agar Itna He Shoq Dance Host Ban 'nay Ka To India Chala Jaye Wahan Ja K Karta Phiray..
Apnay Qaom K Bachon Ko Kyon Bigaar Raha.. Parents Bhi Saath Besharam Huye Way..
Nice Step Admin Allah Ap Ko Khush Rakhay Aameen.. Aur Es Qaom Ko Hadayat De..",Neutral
Ya mere rab tu bra kreem hy is mulk k halat PR reham frma. Is watn.e.Aziz ki hifazat frma.amin,Positive
bht acha item hai or acha brand hai,Positive
Yahan sey Jahangir Khan ki kamyabeon key silseley ka agaz hua aur moselsel 5 sal tek who na qabil e shishat rahtey huae kamyabeon par kamyabian hasil ker tey gae ,Positive
                 ,Neutral
Normal quality hai..jo nzr aa rha hai pic m..os s low quality hai..sole low quality ka hai,Negative
"Well done Afridi, Ham Muslim ap ke Sat Hai.",Neutral
Yeh sureela geet bhi Mamo Bhanjey Rasheed Atrey aur Munir Hussain ki mushtarka peshkash thi,Positive
Dushmn 😂🙌,Negative
Hoorain Shona,Neutral
Lanat hai,Negative
happy meal k sath beta ab bnta h mera 😂 😂 😂 😂,Neutral
"Yeh bohat zarori hai ke agar biwi ko apna dost samajh kar us se har achi buri baat share ki jaey, to aitemad barhega aur wo bhi apne aap ko aeham samjhegi",Positive
Waqaye,Neutral
Yes pakistan mei available hai aur online bhi at wbhemani.com,Neutral
Mila Wahi Jo Pic Mein Ha But Quality nhi Theek,Negative
Hazrat g bat kaisy ho sakti hai bat ain plzzz,Neutral
Angelina Jolie ki zindagi ke kai phelo hain lekin unhein khas tor par insan dost adakar ke tor par jana jata hai,Positive
Awami Press Club Malir Ka 3 Din Soug Ka Elaan,Negative
Iska pass ma wo pic juicer ki ku aa rhi ha ya to chai ki kittle hena,Negative
 Itna kisi hum asar batsman ne na kiya hoga,Positive
"Agar kisi ko ye sb soot na karay to wo kya karay,????",Neutral
tera ay haal hunda aa ,Positive
Tere liay pasand kiya na,Positive
100 rupay k andar aik aam TV k remote se activate hojane aur kabhi na band hone wali device tayar thi.,Neutral
Han... Wazan km ni hota,Neutral
  ,Neutral
Us k goly 😜,Neutral
Saddaf Ahsan ap log aik tu kisi ki personal life per bari juldy attacks kerna shuru ker detay.ap log biryani kay packet ma khush ho.,Negative
Monir Hussain  Pakistan ke pehle singer thay,Neutral
Shop kha hi ap ki,Neutral
1986 ke akhir mein Pakistan ke aik aur khelari Jansher Khan manzare amm par aea aur Jhangir Khan key Taj ka aik aur dawedar paida ho gea,Neutral
Mary khyal sy to police ma Jo Jo b galt ha in ko in I ohdon sy hata dyna chahiya or sazza Dani cuahiya.,Negative
Amazing punjab waley tou lar jatey hai ye soldier tou khud majbour hai na band karey tou nokri se farig bari machliyo ko pakartey hai hum sab loog.,Negative
           ,Neutral
Qk hum searg mam Kai musalman rahay gahay hai,Negative
World ki karwai 2 soldier halak ,Negative
humara favourite mashgalla. 😂😂😂😂,Neutral
admine gona mad .............,Neutral
mujhe pata hai mera bhi hai,Neutral
Hameed Nizami ne ghabhara kar hawasbakhta hone ke bajaye aik naye roznama �EEE€�EEEjihad�EEE€�EEE ka aghaz kar deya jo Nawa e waqat ki tarah logon mein bohat maqbol howa,Positive
Eman or amaal wali zindge k liye dua frmyen,Positive
"Humare masher ki khawateen wani, Quran se shadi, zabardasti shadi, gherat ke naam par qatal, teen bayak waqat talakon aur wirasat se mehromi jese ghambeer masail ka shikar hai",Negative
just like me ,Neutral
Quaid JUI PTI Arkan K Istefon Per Datt Gaye Hamara Mauqaf Aaini Hai Kis Bunyad Per Riayat Di Ja Rahi Hai Molana Fazl ur Rahman ,Negative
"Raza you will lose your seat this time. First Q League, then PML N and now PTI. Opportunist ... ... Hahaha.",Neutral
Hehehe meri billi mjhy he miyaun..😂😂😂😁😁,Negative
Dua ki darkhawast hai,Positive
ICC Nay Nayi Test Ranking Jari Kar Di Bowling Main Yasir Shah Dusray,Positive
Rahmet Khan ne iss challenge ko qabool ker leya aur apne mishan pewr rawana ho gae unhein yeh bata deya gaya tha ke nakami ki surat mein qaum ka unhein ko kerna pare ga Rahmet Khan ko na jane Jahangir mein keya nazar agaya tha ke woh shooru sey hi pur umeed dekhai dete they,Positive
Kahan pr ho mam?,Neutral
hi rabi tu kitni famous hu gai,Positive
Aj ramzsn ul mubarak kay saray dars ki recordings ghayab hain...na eng men hain na urdu men...plz wesite ko theek kerden..purani website ziada achi the..,Negative
welcome.....siraaj Kal....lagta bht busy ho,Neutral
Main chahti hon ke jo log meri fankarana salahiyaton ke hawale se aksar tanz o mazah karte rehte hain,Negative
Dono he sab to waday.....,Neutral
Likhaaaaaa such hay magr app bhi adreeeee hon shyd,Neutral
1994 ke awail mein “andaz apna apna” ne aik bar phir Salman Khan ko kamyabi ki shahrah par gamzan kar diya,Positive
Jab ke accidents ke sab se ziyada waqeyat August ke month mein hue. ,Neutral
 Hindustan ke mukhtalif alaqon mein na sirf Pakistan ke naam se tanzemein qaim huein balke “Pakistan” ke naam se akhbarat o jaraed bhi jari kiya gaya,Positive
Majrooh to krgaii..,Negative
Kamal k acting k ha jiya ne is dramy mai,Positive
Wasay bhi mujhy apki friend banay la shouk nhi!!,Negative
Jbh...    ,Neutral
Agr 20 din bhi compaign kr lety to ap ne jeet jana tha Bro..,Positive
" Is policy ka elan karte howae FIFA ke saddar “Sep Bilatar” 7th March 2013 ko elan kiya tha ke World Cup ke leye Football ki tamam alimi tanzemon ko masawi tor par muqablon ke ineqad ka muqa dene ki policy apnai gai hai, jis ke tehat 2014 ka Football World Cup Jonubi America ki Football fedaration se taluq rakhne wale kisi bhi mulk mein munaqid kiya jaye ga",Neutral
 Jab six ki tadad fours se barh gai thi aur ikka dukka runs ki tadad sharmindagi ke marety sukhar gai thi,Neutral
oye hoye bt jokes a part is kinza ko drama se nikalo,Negative
"Pakistan ki mosiqi ka fakhar, Master Inayat Hussain Lahore ke andiron Bhati darwaza mein 1916 mein paida howae",Neutral
Nazar aya Bhi toh Hamein yaad Na aya,Negative
Punjab ke loug use bhi nahe karte woh.,Negative
antiii ne bht naik kaam kiya 😅❤,Positive
acha product hai skin k lie,Positive
Ap har bar dhooka detay ho humain lahore qalandar,Negative
ab shadi kr lo phr visit karna,Neutral
Glt bat ham lrkiya kabhi nhi manti,Neutral
salam hazrat sahab duao mai yad rakhain Allah aap ko ap k mukhlaseen ko tamam naizam jo aap chala rahay hain usay gaib k khazano se madad or hifazat ata fermaye,Positive
Edhi bazat khud bagair choti kiye taweel tareen arse tak kam karne kay alami record kay hamil hain aur record bane kay baad bhi abhi tak inhone nay chutti nahi li.,Positive
" Iss mein Maulvi Mohammed Farooq Dewana Gorakhpuri ney ba hasiat Sadar taqrer kertey huye Choudhary Rehmat Ali ki skeem per roshni dali aur unki taqreer key dauran samayein barabar ""Pakistan Zindabad"" key narey buland kartey rahey",Positive
 Forun Telephone uthaya aur dost ko phone kiya aur ladki ke muft ilaaj ka bandobast kar diya,Positive
Kiya seriously Pakistani awam ya Pakistan kashmirino ko own b karti hai ya phir bus Punjab he Pakistan??,Negative
"Duniya bhar mein films ke shaiyqeen mein sab se ziyada tadaad Hollywood ki action films ke shaiqeen ki hai aur jo log action films dekhte hain, wo actor Sylvester Stallone ke naam se ba khobi waqif hain",Neutral
apni apni soch ha mainy to kisi ka name nahi leya 😂😂,Neutral
balke khusi is baat ki hai k Misbah chakka maratay waqt gira nhi ,Positive
Blkul,Neutral
Huq frmaya ap ne Murshid kareem ,Positive
Korangi Se 1 Bachay Ki Tashadud Zada Lash Baramad ,Negative
 Condoleezza Rice ko awaiyl umer mein apni “ Siyah Rangat ” ke baiys nasli imtiaz ke waqeyaat ka bhi saamna karna parha tha,Negative
Is ka season 2 b ana chahiy agle sal shadi k bad ka,Neutral
Hamare han aam taur par shadi shuda afraad is liye Maa Baap banne ki khuwahishmand hote hain ke muaashra in se yehi tawaqqa kar raha hota hai.,Positive
 Unhon ne Karachi ke mutadid thanon mein bator HSO khidmat sar anjam dein,Neutral
"naa hansti hoon,naa phansti hoon",Neutral
12 episode youtube pr kb aegi,Neutral
" Thatta ke qarib unho ne hatmi faisla kiya aur Hindustani border se 32 meel door Shaheed Dero ke maqam par tayyarey ka rukh zameen ki taraf kar ke takra diya, lekin unho ne dushman ki hudood mein dakhil na hone diya",Positive
Mujhe andaza hai ke meri tezi se barhti shohrat ko dekhte hue mere mukhalfeen ki tadaad barh rahi hai,Negative
allaha sp ko barkat ata lary,Positive
1947 mein Hazrat Quaid-e-Azam ne ise Pakistan ka sadar moqam qarar diya,Neutral
"Tahum is sone ko kundan banana ka sehra Baba-e-radio Syed Zulfiqar Ali Bukhari ke sir hai, jinho ne Mohammed Ali ko apne saya-e-atifat mein le kar awaaz ki aesi tarash kharash ki ke mulk bhar mein koi bhi sadakar Mohammed Ali ka muqabla na kar sakta tha",Negative
Ppp Walo ne Halat ki hai iski ye Kal rat Wale Halat me ,Negative
In ka khayal tha ke Govt,Neutral
Ky howa in ko ya to sat yab he hn Mashallah,Positive
Novel ka b last part nahi mil raha plz giv me link,Neutral
Is tago do mein bazon ko khasa kasht katna parta hai magar baz thori kawish ke bad manzil sar kar lete hain,Positive
Albta PTI Km Tajrubakar Team Ko Ek Partner Mel Hi Gya ,Positive
April 1937 mein Liaquat Ali Khan se aap ki shadi hoi.,Neutral
Hashim Khan ki umer uss waqt 35 saal ho chuki thi jo amm tour per aik khelari  ki Retirement ki umer tasawar ki jati thi,Neutral
"Ap hongi, hum tou muhabbat bantnay walay hy, we beleieve in equal rights",Positive
"Bari he fit shirts hai teeno, color bhi acha hai aur fitting bhi. Overall dekhnay mein bari stylish lagti hain",Positive
"Musalmano ki awwaleen geographies mein Ibn Khurdad ( Abu Al Qasim Bin Abdullah ) ka naam aata hai, jo 202 hijri mein guzre hain",Positive
Police Ne Shaq Ki Bunyad Pr Khatoon K Shoher Ko Griftar Kar Liya Rpt Jokhio ,Negative
Hahahaha actually main nazar nhi aata ,Neutral
Inshallah,Neutral
Muslim bus waloon ka kahna hy k hum awam ki 25 saloon sy khidmat KR rhy Hain or hm he krty rhain gy pury Karachi ka Safar krwati Hy muslim coach from last 25 years un ka ye bhi kahna Tha k awam aitamaad aj bhi Muslim coach k sth brkarar Hy or in green bus k hawaly sy in ki Rai Hy k ye barsaaati mendak Hain aj Hain Kal Ni mgr hm Muslim coach waly is basti gulshan e hadeed ki pehchaaan Hain,Negative
0 3 With Holding Tax Ke Khilaf All Karachi Taajir Itehad Ki Aaj Honewali Hartal Ki MQM Ne Himayat Ka Elan Kardia ,Negative
Han woh to me huN... FiZa Khan,Neutral
"Afsos ki bat hy zahru hm bh kitny dhet hy th0ri dair bad phr agae thy,, maf tu hm ne kisi hal me nh kia tmhen. .",Negative
pyary hain ,Positive
Jiya maan jay jldi cy.....,Neutral
WellCoMe,Neutral
too kino layana chahna,Neutral
Moja AP jse wife chiya,Neutral
DobarahDubai gayein to mulk kay andar General Parvez Musharraf nay 3 November ko emergency nafiz kar di,Negative
is full program ki youtube link bataiye... please.,Neutral
Bhai ALLAH KI MAKHLOQ BHOKI HAI.,Negative
 1988 kay intekhabat mein app nay subai assembly kay intekhabat (election) mein kamyabi hasil ki aur is kay bad 1990 kay intekhabat mein qaumi assembly kay rukun is halkay say muntakhab huye jahan iss say pehlay PPP ko kamiyabi hasil hoi thi,Neutral
Gla ,Neutral
Hy,Neutral
Hahahahaha tag her,Neutral
hum honga kamyab aiek din🙈🙈😂😂,Positive
 Condoleezza Rice par is hawale se bhi tanqeed ki jati hai ke inho ne he America ke khilaaf sargarmiyon mein mulawwis alqaida ke arkaan ke khilaaf “ water boarding ” jaise azziyat rasani ke jadeed aur mohlik tariqe istemal karne ki tajveez Bush administration se manzoor karai thi,Negative
Or jo ortain mardoon ko hirasaan krti Han un ki b koi commetti bnai Jay,Positive
Is film ke leye Bazmi sahib ne Noor Jahan ki awaz mein “Aaye aaye piyar ke din aaye” 19 take mein record kiya,Neutral
Tabhi main guide se parhta hu NCERT ki jagah,Neutral
"In mumalik mein Argentina, Bolivia, Brazil, Cheli, Colombia, Ecuador, Paraguay, Uruguay, Peru aur Venezvila shamil hain",Neutral
dkh behn me skht londi hu,Negative
Un ka �EEE€�EEEandaz e bayan aur�EEE€�EEE hona un ki barai hai,Neutral
Anjuman e tarqi e Urdu 1903 mein Maulana Shibli Nomani aur Nawab Mohsin ul Mulk ne qaim ki,Neutral
Pheli dafa mera naam gaya tha.,Positive
Or iss ka solution poch raha hon tum se?,Neutral
Hmm,Neutral
Waki Bilkul clinical lab lagri h,Neutral
 General Raheel Sharif Command and Staff College Quetta ki faculty mein shamil the aur National Defense University Islamabad mein 1998 mein Armed Forces war course mein shirkat ki,Neutral
1991 mein colonel Vladimir Putin ne KGB se istefa de diya.,Negative
ALLAH Zoya ki dua ebadat qbool farma Ameeeen,Positive
Ganjay ko kuch nai smj aya tbi chup kr k nikal gaya sath smjhane wala staff jo nai tha,Negative
Ok,Neutral
18 saal ki umar mein unhon ne mazhabi jazbe ke zere asar Ireland ke mazhabi idare order of the sisters of aur lady of Loreto mein dakhla le leya.,Neutral
jaan Nikal di yaar ,Negative
Chagharzo Me Sowari Jany Wali Gadi Per Firing 5 Afrad Jan Sy Gaye Kai Zakhmi Donu Groupo Ka Taluq Zillah Shangla Sy He ,Negative
CTD Ka Chahpa K Electric K PMT Room Se Aslah Goliyan Bramad Chahpa Mazhabi Jamat K Target Killer Ki Nishandahi Pr Risala Mn Mara Gaya ,Negative
 January 2012 mein aik secondary school ka naam Malala ke naam par rakha gaya aur October 2012 mein Malala Yousafzai ko Tamgha e Shujaat diya gaya,Positive
1942 mein nokri (job) se intehai bezar Ahmed Nadeem Qasmi istefa deker Imteiaz Ali Taj ke ashati adarey mieh shamil ho gae jahan unhien bachchon ke resalay,Neutral
Khan Abdul Ghaffar Khan Pakhtoon ke siasi rahnuma ke tour par mashhoor shaksiyat hain jinhon ne Britannia dour mein adam tashadud ke  philosophy ka parchar kia,Positive
afsos hota hai garip insan kha jay Allah ki lati me awaz hai jo zulum kry ga Allah ki lati pary gi,Positive
Subhan Allah Beshak Muhammad Mustfa Allah ky Peuary Resol hin Ya Allah hmin maffrma Sedky Apni hebib key Ameen,Positive
Bachi check kr you are cute lmao,Neutral
"aap ne trust kiya mujh par, or chance diya mujhe",Positive
CONGRATS QUETTA WELL DONE,Neutral
Film thi Qatil aur geet tha,Neutral
Hehehe ic main lagan kiya ,Neutral
danto ka maslah hy bs ,Negative
Beautiful shoes ,Neutral
sach main Behan yaad thi birthday.... Happy Birthday to you  ,Neutral
Masoom? Raaton ko videos kon dekhta hai  phupa tera,Negative
bhai ye kia sun raha hun is ka matlb me bilkul thek kehta tha.. 😅,Neutral
 Jis ke dauran in ki gaddi ki bahali ki yaqeen dehani karai gai,Positive
awam k jazbat .....,Neutral
Is Faislay K Baray Me Apni Raai Dijiye ,Neutral
Kitna leinge aur?😂,Neutral
Upar parho sath me khabees orat b likha hua 😂😂,Negative
Feslabaad ma kis jaga sy AP ki product Miley gi .,Neutral
Yr ramazan k bad yeh drama khatam ho jaye ga ,Neutral
